,index,class_name
658,659,POPULAR FICTIONS
659,660,TOPICS IN COMPUTER SCIENCE
660,661,ENGR SYSTEMS OPTIM AND ECON
661,662,INDEPENDNT STUDY FOR NONMAJORS
662,663,ADV DANCE COMPOSITION
663,664,LABOR AND FAMILY ECONOMICS
664,665,ORGANIC CHEMISTRY I
665,666,CLASSICAL PIANO
666,667,BUS/POLITICS/ECON GROWTH
667,668,FINANCIAL MRKT AND INVESTMENTS
668,669,HISTORY OF DOCUMENTARY FILM
669,670,SP TOP LIT/NATL CULTURES
670,671,VETERANS ORAL HISTORY PROJECT
671,672,THE CONTEMPORARY ART MARKET
672,673,FOCUS SEMINAR ON LINGUISTICS
673,674,CLASSICS OF AM LIT: 1860-1915
674,675,DEVELOPMENT AND AFRICA
675,676,AMER CONSTITUTION DEV & INTER
676,677,INTRO TO FILM STUDIES
677,678,RESTORATION ECOLOGY
678,679,"RACE, POWER, AND IDENTITY"
679,680,GRIEF WORK: END OF LIFE CARE
680,681,ISSUES IN HINDI LANG/SOC II
681,682,HUMAN FUNCTIONAL ANATOMY
682,683,SP TOP SEMINAR III
683,684,GLOBAL WARMING
684,685,INTRODUCTORY PSYCHOLOGY
685,686,PHILOSOPHY OF ENTREPRENEURSHIP
686,687,COMP NETWORK ARCHITEC
687,688,CELLO
688,689,JAZZ SAXOPHONE
689,690,ARISTOTLE
690,691,CIVIL/HUMAN RIGHTS ACTIVISM
691,692,ACTING
692,693,E EUR: MRKTS/MEDIA/MAFIA
693,694,"POETRY, DESIRE AND RELIGION"
694,695,"POL ECON GROWTH, STAB, & DIST"
695,696,CONFLICT ANALYSIS IN AFRICA
696,697,RESEARCH CAPSTONE
697,698,ECON OF ENTREPRENEURSHIP
698,699,"SPORTS, ECONOMICS AND POLITICS"
699,700,ISSUES IN KOREAN LANG/SOC I
700,701,ISSUES IN HINDI LANG/SOC I
701,702,PUBLIC OPINION
702,703,ANCIENT AND MODERN LIBERTY
703,704,US HEALTH DISPARITIES
704,705,MIGRATION & HUMAN TRAFFICKING
705,706,CHINESE BUDDHIST ART
706,707,BRITISH LIT: 1900-1945
707,708,PRIMATE SEXUALITY
708,709,PUBLIC HEALTH IN AMERICA
709,710,ISSUES IN ARABIC LANG/LIT II
710,711,HISTORY CHRISTIAN CHURCH
711,712,FLUTE
712,713,ADVANCED SPANISH GRAMMAR
713,714,MODERN CHINESE CULTURE
714,715,COMPETITIVE STRAT & INDUS ORG
715,716,GLOBAL HEALTH AND DEVELOPMENT
716,717,INTRO TO ENVIRON EGR AND SCI
717,718,FIRST-YEAR GERMAN II
718,719,MICRO OF INT'L DEV POLICY
719,720,THE ETHICS OF WAR
720,721,DRAMA
721,722,ADVANCED INTERMEDIATE PORTUGU
722,723,POLITICS AND THE LIBIDO
723,724,KOREAN POLITICS AND SOCIETY
724,725,THE NEW TESTAMENT
725,726,DOC PHOTO/SOUTH CULTURE
726,727,ENVIRONMENTAL ECON & POLICY
727,728,GERMAN HISTORY THROUGH FILM
728,729,HISTORY MODERN PSYCHOL
729,730,FRENCH COMP/TRANSLATION
730,731,DEMOCRACY: ANCIENT AND MODERN
731,732,STATISTICS OF SURVEYS
732,733,INTRO CULTURAL STUDIES
733,734,THEOL/FICTION C S LEWIS
734,735,FOCUS PROG SEM LIT (TOP)
735,736,BEAT GENERATION SPIRITUALITY
736,737,JESUS IN FILM
737,738,ROLE RACE/ CULTURE ON DEVL
738,739,SELECTED TOPICS IN ECON (TOP)
739,740,WOMEN AT WORK
740,741,ECONOMETRICS I
741,742,LATE MDVL LIT/CULTURE
742,743,ARTS ENTREPRENEURSHIP
743,744,MKTG - BORDERS/CULTURES/DEMO
744,745,RELIGION AND FILM
745,746,LEADERSHIP/POLICY/CHANGE
746,747,CINEMATOGRAPHY
747,748,INDIAN CIVILIZATION
748,749,SPORT ETHICS
749,750,INTRO LIT FILM POPULAR CULTURE
750,751,TRANSNATIONAL FEMINISM
751,752,PUBLIC FINANCE
752,753,SOUND IN SOCIAL LIFE
753,754,FR FOR CURRENT AFFAIRS
754,755,MUSIC HISTORY III: AFTER 1800
755,756,ELEMENTARY CREOLE II
756,757,"GTWY SEM-STORY,TRUTH & HISTORY"
757,758,COMPARATIVE ETHICS
758,759,CHINESE POLITICS
759,760,SPANISH FOR FRESHMN/SOPHOMORES
760,761,INTRO COGNITIVE NEUROSCI
761,762,FINANCIAL ACCOUNTING
762,763,NON-PROFIT CULTURAL INSTITUTES
763,764,SAXOPHONE
764,765,"INTRO ELECTRIC, MAGNET, OPTICS"
765,766,INSIDE THE DISORDERED BRAIN
766,767,EVOL US AIR/SPACE POWER
767,768,RULES OF POWER
768,769,RELIGION AND CULTURE IN KOREA
769,770,MODERN BRITAIN
770,771,FINANCIAL RISK MANAGEMENT
771,772,SPECIAL TOPICS IN ENVIRONMENT
772,773,INTRO TO DATABASE SYSTEMS
773,774,NEURO APPROACHES TO SOC BEHAV
774,775,AMERICA DREAMS/AMERICAN MOVIES
775,776,SP TOP LIT/OTHER ARTS
776,777,U.S. POLICY IN MIDDLE EAST
777,778,EMERGING MARKETS
778,779,WEATHER AND CLIMATE
779,780,"GENDER, WORK, AND ORGANIZATION"
780,781,PROBLEMS IN ETHICAL THEORY
781,782,SOCIOLOGY INTERNSHIP
782,783,HISTORY OF MODERN ECONOMICS
783,784,CLASS VOICE
784,785,CAUSES OF CRIME
785,786,SYRIAN AND IRAQI REVOLUTIONS
786,787,MUSEUM INTERNSHIP
787,788,EXPANSION OF MEDIEVAL EUROPE
788,789,INDIVID DAN PROG: SP TOP
789,790,INTERNATIONAL POLITICAL ECON
790,791,NEUROETHICS
791,792,NORTH AMERICAN ENVIRONMNTL HST
792,793,KUNDALINI YOGA AND SIKH DHARMA
793,794,SPECIAL TOPICS IN ENERGY
794,795,ANA LOWER EXTREMITIES
795,796,MUSIC/SOCIAL LIFE/SCENES
796,797,TECHNOLOGY FOR HEALTH
797,798,HONORS SEMINAR I
798,799,"AMERICAN VALUES, INST, CULTURE"
799,800,ELEMENTARY PORTUGUESE II
800,801,DOSTOEVSKY
801,802,GLOBALIZATION AND DOM POLITICS
802,803,ELEMENTARY TURKISH
803,804,EDUC. & HUM. DEV. FOUNDATIONS
804,805,ELEMENTARY FRENCH 1
805,806,MODERN DANCE IV
806,807,THERMAL PHYSICS
807,808,3D CINEMA: THEORY & PRACTICE
808,809,PRISONER'S DILEMMA/DISTR JUSTI
809,810,INTERMEDIATE ARABIC
810,811,SOCIAL MARKETING
811,812,POP CULT/POLITICAL REPRESSION
812,813,AFRICAN DANCE TECH II
813,814,BUDDHISM
814,815,CHINESE CULTURE AND SOCIETY
815,816,INTERMEDIATE FRENCH I
816,817,LOGIC/ITS APPLICATIONS
817,818,DYNAMICS
818,819,MOLIERE: PHENOM OF LAUGHTER
819,820,GLOBAL TIBET
820,821,DUKE-ADM ST ABR: SP TOP ECON
821,822,LEADER/DEVELOP/ORGANIZA
822,823,LIFE WITHIN CAPITALISM
823,824,DUKE-ADM ST ABR: ADV TOP ECON
824,825,LABORATORY CALCULUS II
825,826,AIDS/EMERGING DISEASES
826,827,"INTRO WAR, MILITARY & SOCIETY"
827,828,INTRO TO POLITICAL PHILOSOPHY
828,829,INTRO TO DIGITAL PHOTOGRAPHY
829,830,VOICE
830,831,CIVIL RIGHTS MOVEMENT
831,832,HUMANITARIANISM IN AFRICA
832,833,MATHEMATICAL FINANCE
833,834,"CHILDREN, SCHOOLS AND SOCIETY"
834,835,MODERN TERRORISM
835,836,ISSUES IN CHINESE LANG/SOC I
836,837,POLITICS AND ECONOMICS
837,838,ISLAM IN ASIA
838,839,ELEMENTARY CHINESE
839,840,THE HOLOCAUST
840,841,DUKE-ADM ST ABR:ADV PROJ
841,842,INTRO TO POL PHILOSOPHY (C)
842,843,MICROECONOMIC ANALYSIS I
843,844,INTRO PARTIAL DIFF EQUA
844,845,COMPARATIVE PARTY POL
845,846,ROMAN ARCHAEOLOGY
846,847,"BETWEEN MOSCOW, BEIJING, DELHI"
847,848,ECONOMICS OF THE ENVIRONMENT
848,849,INTRODUCTION TO JAZZ
849,850,ELEMENTARY KOREAN
850,851,INTRO TO THE WRITING OF POETRY
851,852,INTRO ABSTRACT ALGEBRA
852,853,HOLLYWOOD FILM MUSIC
853,854,RSRCH METHODS IN GLOBAL HEALTH
854,855,BUSINESS OF SPORT
855,856,MUSIC IN SOUTH ASIA
856,857,ORGANIC CHEMISTRY II
857,858,BIOLOGY AND HUMAN DISEASE
858,859,ISRAEL / PALESTINE
859,860,MARKETING MANAGEMENT
860,861,INTERMEDIATE ITALIAN
861,862,GENERAL PHYSICS I (LEC)
862,863,GREEK AND ROMAN RELIGION
863,864,CHINESE CULTURE AND HISTORY
864,865,"FILM, RACE AND POLITICS"
865,866,AESTHETICS: PHIL OF ART
866,867,ISLAM AND THE STATE
867,868,AGING AND HEALTH
868,869,HISTORY SPECIAL TOPICS
869,870,FORENSIC PSYCHOLOGY
870,871,MEDIA AND POWER
871,872,BUNIN
872,873,DANCE AND THEATRE OF INDIA
873,874,IMPROVISATION
874,875,INTRO TO GLOBAL HEALTH
875,876,FREEDOM STORIES
876,877,UNDERSTANDING THE MIDDLE EAST
877,878,ELEMENTARY CREOLE I
878,879,DUKE IN DC RESEARCH PROJECT
879,880,SOCIAL INEQUALITY
880,881,PEOPLE & POVERTY: POLICYMAKING
881,882,SELECTED TOPICS
882,883,LEARNING/ADAPTIVE BEHAV
883,884,SP TOP IN LATIN AMER STUDIES
884,885,QUEER THEORY
885,886,PLANTS OF DUKE CAMPUS
886,887,DIFFERENTIAL GEOMETRY
887,888,ELEMENTARY ITALIAN 1
888,889,HUMAN RIGHTS-THEORY/PRAC
889,890,"ECON, POL, SOC INSTITUTIONS"
890,891,GTWY SEM: HISTORY OF INTIMACY
891,892,RUSSIAN FAIRY TALE
892,893,FOUNDATIONS OF EDUCATION
893,894,COMP RACE/ETHNIC STUDIES
894,895,INTEGRATING ENV SCI/POL
895,896,FILM THEORY
896,897,CONTEMPORARY DOCUMENTARY FILMS
897,898,POLITICAL PARTIC/LDRSHP
898,899,RACIAL/ETH MINORITIES AMER POL
899,900,SOCIAL PROBLEMS
900,901,GLOBAL PROTEST
901,902,TECHNOLOGY COMMERCIALIZATION
902,903,SOCIAL DEVELOPMENT
903,904,INTRO TO AUDIO DOCUMENTARY
904,905,INTRODUCTION TO PHOTOGRAPHY
905,906,WRITING WORKSHOP
906,907,GLOBAL HEALTH AND PROGRESS
907,908,HISTORY/ISSUES OF SPORTS
908,909,BUSINESS/INTERCULTURE IN CHIN
909,910,GLBL DISPLACEMENT: VOIX FRANC
910,911,VIKINGS/THEIR LITERATURE
911,912,ENTERPRISING LEADERSHIP
912,913,SOLO PERFORMANCE
913,914,PUZZLES OF THE MIND
914,915,SCHOOL DROPOUT AND ED POLICY
915,916,POLITICAL COMMUNICATION
916,917,HISTORY AND CULTURE OF IRAN
917,918,ENVIRONMENT AND CONFLICT
918,919,DOCUMENTARY/EAST ASIAN CULTURE
919,920,POLITICS INSTITUTIONAL REFORM
920,921,DUKE IN MADRID (TOP)
921,922,GLOBAL HEALTH SYSTEMS & POLI
922,923,CELL SIGNALING AND DISEASES
923,924,HUMAN EVOLUTION
924,925,HISTORY OF ROCK
925,926,MOLECULAR BIOLOGY
926,927,SCIENTISTS AND PUBLIC POLICY
927,928,SP TOP: READING THEATER
928,929,SPECIAL TOPICS IN MUSIC
929,930,NEW VENTURES 3
930,931,FOCUS PROG TOPICS IN BIO
931,932,INTERMED FICTION WRITING
932,933,TOLSTOY AND RUSSIAN EXPERIENCE
933,934,ELEMENTARY LATIN
934,935,SHORT AUDIO DOCUMENTARY
935,936,LITERACY IN CHINESE II
936,937,GLOBAL CAPITAL MARKETS
937,938,PSYCHOLOGY OF LANGUAGE
938,939,DRAMATIC WRITING
939,940,ORGANIZATIONAL BEHAVIOR
940,941,INTERMEDIATE GREEK
941,942,CIVIL SOCIETY AND CIVIC ENGAGE
942,943,SEXUALITY AND SOCIETY
943,944,BERLIN IN LIT/CULTURE
944,945,RUS LANG/CULTURE-FILM
945,946,ADV SP TOP IN MUSIC
946,947,WESTERN WARFARE SINCE 1789
947,948,INTRODUCTION TO ORAL HISTORY
948,949,SEMIOTICS AND LINGUISTICS
949,950,GENDER AND LANGUAGE
950,951,READING THE PSALMS
951,952,GERMANY CONFRONTS HOLOCAUST
952,953,"BEYOND DISAGREEMENT, CONSENSUS"
953,954,DEVELOPMENT POLITIC & PRACTICE
954,955,INTRO TO ARCHITECTURAL DESIGN
955,956,THE U.S./MEXICO BORDER
956,957,CHEKHOV
957,958,SOCIAL PSYCHOLOGY
958,959,INTRO TO EVOLUTIONARY ANTHRO
959,960,FRENCH FOR FRESHMEN/SOPHOMORES
960,961,21ST CENTURY PHYSICS
961,962,RUSSIAN ART AND POLITICS
962,963,THEOR/PRAC TONAL MUS III
963,964,THEORY & PRACTICE
964,965,HISTORY OF EVOLUTION & SOCIETY
965,966,EUROPE BEFORE THE CRUSADES
966,967,NORTH KOREA
967,968,GLOBAL DISEASES
968,969,ADV INTERMEDIATE SPANISH
969,970,INFORMATION AND THE INTERNET
970,971,MEDICAL SOCIOLOGY
971,972,INTRO TO SIGNALS AND SYSTEMS
972,973,THE DRAMATIC MONSTER
973,974,"HEALTH, CULTURE, LATINO COMMUN"
974,975,INTRO CREATIVE WRITING
975,976,"RACE, GENOMICS, AND SOCIETY"
976,977,ECONOMICS OF EDUCATION
977,978,THEOR/PRAC TONAL MUS II
978,979,BUSINESS ETHICS
979,980,THE EXISTENTIALIST IMAGINATION
980,981,INTRO TO SPANISH LIT II
981,982,INSTRUMENTAL CONDUCTING
982,983,TRUMPET
983,984,DOCUMENTARY BIOGRAPHY
984,985,STRING BASS
985,986,CORPORATE FINANCE
986,987,HST MODERN PHILOSOPHY
987,988,CHINESE TRANSLATION
988,989,INTRO AFR/AFR-AMER ST
989,990,AMER DREAMS/AMER REALITIES
990,991,POLISH/JEWISH FILM
991,992,SPECIAL TOPICS IN ETHICS
992,993,CAMPAIGNS AND ELECTIONS
993,994,SPECIAL TOPICS LANG/LIT
994,995,DATA VISUALIZATION
995,996,EXPLORING ART AND ARCHITECTURE
996,997,BUDDHISM AND SEXUALITY
997,998,ELEMENTARY PERSIAN
998,999,DECODING HUMAN BEHAVIOR
999,1000,HEALTH AND NONPROFIT SECTOR
1000,1001,PHYSICAL CHEMISTRY LAB
1001,1002,LAW AND ECONOMICS
1002,1003,TIBETAN BUDDHISM
1003,1004,ACCELERATED ELEMENTARY ITALIAN
1004,1005,INTERMEDIATE DRAWING
1005,1006,REPERTORY: MODERN
1006,1007,SPANISH IN THE U.S.
1007,1008,GENETICS AND EPIGENETICS
1008,1009,SPECIAL TOPIC DRAMATIC WRITING
1009,1010,UNDERSTANDING FIN CRISES
1010,1011,ISSUES IN MODERN HEBREW
1011,1012,GENOMICS OF SYMBIOSIS
1012,1013,PROBABILITY
1013,1014,GEOPOLITICS AND CULTURE
1014,1015,INTERMEDIATE LATIN
1015,1016,SPORTS MEDIA
1016,1017,MATHEMATICAL FOUNDATIONS
1017,1018,GEOMETRY
1018,1019,HUMANITIES TEXT MINING/MEANING
1019,1020,FINANCIAL DERIVATIVES
1020,1021,U S FOR POL II:VIET-PRES
1021,1022,LINEAR ALGEBRA & DIFF EQUATION
1022,1023,MYTHS AND MYSTERIES OF MEMORY
1023,1024,RES METH IN SOCIAL PSY
1024,1025,HISTORY OF HIP-HOP
1025,1026,SPAIN IN THE 21ST CENTURY
1026,1027,TOPICS IN HISTORY LECTURE
1027,1028,DANTE'S DIVINE COMEDY
1028,1029,INTRO EXPERIMENTAL PHYSICS II
1029,1030,SCIENCE AND MASCULINITY
1030,1031,CAP SEM: SPECIAL TOPICS
1031,1032,DIGITAL CITIES
1032,1033,MUS HST III: AFTER 1850
1033,1034,GAMES AND POLITICS
1034,1035,GTWY SEM: THE GLOBAL SIXTIES
1035,1036,LATIN EPIC
1036,1037,THE ROMANCE NOVEL
1037,1038,ADV INTERMED FR LANG/CUL
1038,1039,SOUND FOR FILM AND VIDEO
1039,1040,CORE CONCEPTS IN CHEMISTRY
1040,1041,STRATEGY AND POLITICS
1041,1042,SP TOPICS IN LANG & LIT
1042,1043,VISITING FILMMAKER MASTER CRS
1043,1044,SPEC TOP IN SPC
1044,1045,DRUGS BRAIN AND BEHAVIOR
1045,1046,"LATINO/A VOICES IN DUKE, DURHM"
1046,1047,INTRODUCTION TO DANCE
1047,1048,BASSOON
1048,1049,ADV PROGRESS - CHINESE
1049,1050,FUNDAMENTALS OF PHYSICS I
1050,1051,INTERNATIONAL FINANCE
1051,1052,MARINE MEGAFAUNA
1052,1053,ADAM SMITH & NATURAL LIBERTY
1053,1054,ACT GLOBALLY/THINK NORMATIVELY
1054,1055,EDUCATIONAL NEUROSCIENCE
1055,1056,PRISONER'S DILEMMA/DISTR JUST
1056,1057,SPORT AS PERFORMANCE
1057,1058,FIRST YEAR CHINESE IN REVIEW
1058,1059,BEHAVIORAL FINANCE
1059,1060,COGNITIVE PSYCHOLOGY
1060,1061,DIGITAL DOCUMENTARY PHOTO
1061,1062,NEWS/MORAL BATTLEGROUND
1062,1063,HEALTH COMMUNICATION
1063,1064,CURRENT ISSUES INTL/DEV ECON
1064,1065,THE 1960S
1065,1066,THE DYNAMIC EARTH
1066,1067,BEHAVIORAL ECONOMICS
1067,1068,THE NEW NATION
1068,1069,DIGITAL IMAGING
