,index,class_name
660,661,SPECIAL TOPICS IN PSYCHOLOGY
661,662,CONSERVING THE VARIETY OF LIFE
662,663,INVENTING SICKNESS
663,664,SURFACE OF THE EARTH
664,665,INTRO WRITING FILM/TV
665,666,ADVANCED INTERMEDIATE BALLET
666,667,ADV CHN: HERITAGE LEARNERS
667,668,"ACTIVISM, WOMEN AND DANGER"
668,669,CLASSICAL SCULPTURE
669,670,SP TOP IN LANG & LIT
670,671,SONGWRITER'S VOCABULARY
671,672,ADVANCED EXPRESSION
672,673,GENERAL PHYSICS II
673,674,POLI ECON OF POVE & INEQ
674,675,CHINESE PHILOSOPHY
675,676,ADV SPANISH WRITING
676,677,HST OF IMPRESSIONISM
677,678,SP TOP CRITICISM/THEORY/METH
678,679,FOLLOW THE RUBLE
679,680,ADVANCED FICTION WRITING
680,681,FRESHMAN-SOPH  TUTORIALS (TOP)
681,682,INTRO TO ITALIAN LIT I
682,683,CONNECTIONS IN ENERGY: PROJECT
683,684,MEDIEVAL CASTLES OF EUROPE
684,685,MATTERS OF LIFE AND DEATH
685,686,"POLITICS, POLICY & MEDIA"
686,687,INNOVATION & CRYPTOVENTURES
687,688,ETHICS IN MANAGEMENT
688,689,POLITICS & MODERN ARCHITECTURE
689,690,LET'S DANCE! LIVE ART & PERF
690,691,STATISTICS OF CAUSAL STUDIES
691,692,NONLINEAR DYNAMICS
692,693,HST ANCIENT PHILOSOPHY
693,694,BAYESIAN AND MODERN STATISTICS
694,695,MANAGING NETWORKS
695,696,NIGHTMARE JAPAN
696,697,THE ART OF PUBLIC SPEAKING
697,698,INTENSIVE FIRST-YEAR GERMAN
698,699,GLOBAL INEQUALITY RESEARCH
699,700,INTERMEDIATE FINANCE
700,701,GLOBAL MEN AND MASCULINITIES
701,702,INTERNATIONAL SECURITY
702,703,FUNDAMENTALS NEUROSCI
703,704,ETHICS OF INFECTIOUS DISEASE
704,705,AMERICAN MUSICALS
705,706,EXPERIMENTAL INTERFACE DESIGN
706,707,ANCIENT ATHLETES
707,708,ANIME: FORMS AND MUTATIONS
708,709,PLANTS AND HUMAN USE
709,710,ADVANCED VISUAL PRACTICE
710,711,ETHNIC CONFLICT
711,712,WOMEN IN VISUAL ARTS
712,713,ELEMENTARY STATISTICS
713,714,SCULPTURE
714,715,AMER CONSTITUTIONAL DEVELOP II
715,716,PHILOSOPHY OF MIND
716,717,HISTORY OF ECONOMIC THOUGHT
717,718,INTERMED MODERN HEBREW
718,719,PSYCHOLOGY SPORT & PERFORMANCE
719,720,EUR COLONIAL ENCOUNTER
720,721,INTELLECTUAL PROP & INNOVATION
721,722,SOCIAL JUSTICE IN EDUCATION
722,723,AUTOBIOGRAPHICAL MEMORY
723,724,GLOBAL HEALTH SYSTEMS
724,725,"JEWISH HISTORY, 1492-PRESENT"
725,726,THE BLUE PLANET
726,727,ACOUSTICS AND MUSIC
727,728,CAPOEIRA: DANCE/MARTIAL ART
728,729,INTRO TO AI
729,730,GLOBAL RESPONSES RISE OF CHINA
730,731,AFRICAN AMERICAN LIT
731,732,CURRENT ISSUES (TOPICS)
732,733,SP TOPICS:INTRO TO LITERATURE
733,734,"BREAKDANCERS, VOCALOIDS & GAME"
734,735,SPECIAL TOPICS IN DOC STUDIES
735,736,DUKE-ADMIN STUDY ABROAD (TOP)
736,737,HISPANIC CIVILIZATION (TOP)
737,738,CONTEMPORARY NOVEL
738,739,COMBINATORICS
739,740,LAB CALC/FUNCTIONS II
740,741,GTWY SEM-THE U.S. & THE WORLD
741,742,METEORITES & THE SOLAR SYSTEM
742,743,ADVANCED INTRO PROBABILITY
743,744,ORGANISMAL EVOLUTION
744,745,TOPOLOGY WITH APPLICATIONS
745,746,POPULAR FICTIONS
746,747,TOPICS IN COMPUTER SCIENCE
747,748,ENGR SYSTEMS OPTIM AND ECON
748,749,LABOR AND FAMILY ECONOMICS
749,750,ORGANIC CHEMISTRY I
750,751,ADV DANCE COMPOSITION
751,752,CLASSICAL PIANO
752,753,BUS/POLITICS/ECON GROWTH
753,754,FINANCIAL MRKT AND INVESTMENTS
754,755,SHAMANISM & SPIRIT POSESSION
755,756,THE PROBLEM OF LOVE
756,757,ASIANS IN AMERICAN HIGHER EDUC
757,758,VETERANS ORAL HISTORY PROJECT
758,759,ATMOSPHERE AND OCEAN DYNAMICS
759,760,THE CONTEMPORARY ART MARKET
760,761,GREEK AND ROMAN LAW
761,762,DEVELOPMENT AND AFRICA
762,763,CLASSICS OF AM LIT: 1860-1915
763,764,RADICAL ISLAM
764,765,INTRO TO FILM STUDIES
765,766,RESTORATION ECOLOGY
766,767,"RACE, POWER, AND IDENTITY"
767,768,MEDICAL ANTHROPOLOGY
768,769,ISLAMIC CIVILIZATION I
769,770,GRAPHIC NOVELS
770,771,INTRO SPANISH-AMER LIT
771,772,GLOBAL WARMING
772,773,INTRODUCTORY PSYCHOLOGY
773,774,NUMBER THEORY
774,775,AFRO-BRAZIL CULTURE/HST
775,776,PHILOSOPHY OF ENTREPRENEURSHIP
776,777,CELLO
777,778,JAZZ SAXOPHONE
778,779,ARISTOTLE
779,780,SINGLE AMER AUTHOR (TOP)
780,781,ACTING
781,782,GENERAL MICROBIOLOGY
782,783,"POL ECON GROWTH, STAB, & DIST"
783,784,CLASS PIANO
784,785,CONFLICT ANALYSIS IN AFRICA
785,786,GLOBAL BIOETHICS
786,787,VIOLENT JIHAD IN 20TH CENTURY
787,788,ECON OF ENTREPRENEURSHIP
788,789,MUSIC IN EAST ASIA
789,790,"SPORTS, ECONOMICS AND POLITICS"
790,791,GENERAL PHYSICS I W/ LAB
791,792,RUSSIAN CULTURAL HISTORY
792,793,US HEALTH DISPARITIES
793,794,MIGRATION & HUMAN TRAFFICKING
794,795,CHINESE BUDDHIST ART
795,796,BRITISH LIT: 1900-1945
796,797,PRIMATE SEXUALITY
797,798,PUBLIC HEALTH IN AMERICA
798,799,HISTORY CHRISTIAN CHURCH
799,800,MODERN CHINESE CULTURE
800,801,DIGITAL PRINTMAKING
801,802,COMPETITIVE STRAT & INDUS ORG
802,803,CHINESE PROSTITUTION
803,804,SCENE DESIGN
804,805,FIRST-YEAR GERMAN II
805,806,ADVANCED INTERMEDIATE PORTUGU
806,807,INTRO TO ASTROPHYSICS
807,808,"INFORMATION, POLICY AND ETHICS"
808,809,MUSIC HISTORY III
809,810,KOREAN POLITICS AND SOCIETY
810,811,THE NEW TESTAMENT
811,812,DOC PHOTO/SOUTH CULTURE
812,813,ENVIRONMENTAL ECON & POLICY
813,814,FOREIGN POLICY OF THE U S
814,815,FRENCH COMP/TRANSLATION
815,816,ETHICS/PHILOSOPHY OF SPORT
816,817,DEMOCRACY: ANCIENT AND MODERN
817,818,STATISTICS OF SURVEYS
818,819,INTRO CULTURAL STUDIES
819,820,DESIGN INNOVATIVE GLOBAL HLTH
820,821,JEWS AND MUSLIMS
821,822,SELECTED TOPICS IN ECON (TOP)
822,823,"FOOD, CULTURE, & SOCIETY"
823,824,WOMEN AT WORK
824,825,SP TOPICS IN LINGUISTICS
825,826,PLAYMAKING
826,827,LATE MDVL LIT/CULTURE
827,828,SEX AND MONEY
828,829,NIGERIA: A MODERN HISTORY
829,830,MKTG - BORDERS/CULTURES/DEMO
830,831,RELIGION AND FILM
831,832,GLOBAL HEALTH SPECIAL TOPICS
832,833,LEADERSHIP/POLICY/CHANGE
833,834,CINEMATOGRAPHY
834,835,INDIAN CIVILIZATION
835,836,SPORT ETHICS
836,837,INTRO LIT FILM POPULAR CULTURE
837,838,TRANSNATIONAL FEMINISM
838,839,CHINATOWNS: A CULTURAL HISTORY
839,840,PUBLIC FINANCE
840,841,ENG LIT ROMANTIC PERIOD
841,842,CHANGING OCEANS
842,843,FR FOR CURRENT AFFAIRS
843,844,OLD NORSE
844,845,RUSSIAN SHORT FICTION
845,846,PHILOSOPHY OF BIOLOGY
846,847,MUSIC HISTORY III: AFTER 1800
847,848,COMPARATIVE ETHICS
848,849,CHINESE POLITICS
849,850,SPANISH FOR FRESHMN/SOPHOMORES
850,851,INTRO COGNITIVE NEUROSCI
851,852,FREUD & FEMINISM
852,853,FINANCIAL ACCOUNTING
853,854,NON-PROFIT CULTURAL INSTITUTES
854,855,HINDUISM
855,856,SAXOPHONE
856,857,INSIDE THE DISORDERED BRAIN
857,858,EVOL US AIR/SPACE POWER
858,859,MODERN BRITAIN
859,860,WATER RESOURCES
860,861,FINANCIAL RISK MANAGEMENT
861,862,SPECIAL TOPICS IN ENVIRONMENT
862,863,THE AMAZON
863,864,INTRO TO DATABASE SYSTEMS
864,865,TWO KOREAS
865,866,PAST & FUTURE OF HUMAN GENOME
866,867,AMERICA DREAMS/AMERICAN MOVIES
867,868,ARTS IN NY: THEMATIC APPROACH
868,869,INTRO TO MUSIC THEORY (ADV)
869,870,EMERGING MARKETS
870,871,WEATHER AND CLIMATE
871,872,U.S. POLICY IN MIDDLE EAST
872,873,PROBLEMS IN ETHICAL THEORY
873,874,JUDAISM
874,875,SPANISH CINEMA FR TRANS TO PRE
875,876,CLASS VOICE
876,877,CAUSES OF CRIME
877,878,BLACK DANCE
878,879,THE MIDDLE EAST NOW
879,880,MUSEUM INTERNSHIP
880,881,SYRIAN AND IRAQI REVOLUTIONS
881,882,INDIVID DAN PROG: SP TOP
882,883,HISTORY OF POVERTY IN  U S
883,884,INTRODUCTORY MECHANICS
884,885,INTERNATIONAL POLITICAL ECON
885,886,NEUROETHICS
886,887,ELECTRICITY & MAGNETISM
887,888,NORTH AMERICAN ENVIRONMNTL HST
888,889,GREEN GERMANY
889,890,SPECIAL TOPICS IN ENERGY
890,891,ANCIENT AND EARLY MODERN JAPAN
891,892,MUSIC/SOCIAL LIFE/SCENES
892,893,FLAUBERT'S BRAIN NEUROHUMANITI
893,894,SP TOP MUSIC HISTORY
894,895,HONORS SEMINAR I
895,896,"AMERICAN VALUES, INST, CULTURE"
896,897,INTR PHIL IN PRIM & SCND SCHLS
897,898,GLOBALIZATION AND DOM POLITICS
898,899,ELEMENTARY PORTUGUESE II
899,900,DOSTOEVSKY
900,901,ELEMENTARY TURKISH
901,902,EDUC. & HUM. DEV. FOUNDATIONS
902,903,"AMER LIT, COLD WAR/ AFTER"
903,904,THERMAL PHYSICS
904,905,PRISONER'S DILEMMA/DISTR JUSTI
905,906,INTERMEDIATE ARABIC
906,907,SOCIAL MARKETING
907,908,BASIC ANALYSIS I
908,909,PHILOSOPHY OF MIND (TOP)
909,910,AFRICAN DANCE TECH II
910,911,BUDDHISM
911,912,CHINESE CULTURE AND SOCIETY
912,913,DYNAMICS
913,914,DUKE-ADM ST ABR: ADV TOP ECON
914,915,FRENCH SCIENTISTS WRITE
915,916,LIFE WITHIN CAPITALISM
916,917,LABORATORY CALCULUS II
917,918,AIDS/EMERGING DISEASES
918,919,JUDAISM THROUGH FILM
919,920,INTRO TO POLITICAL PHILOSOPHY
920,921,INTRO TO DIGITAL PHOTOGRAPHY
921,922,KOREAN SOCIOLINGUISTICS
922,923,NAVAL OPERATIONS
923,924,VOICE
924,925,THE MODERN MIDDLE EAST
925,926,CIVIL RIGHTS MOVEMENT
926,927,PUBLIC SPEAKING
927,928,THEOR/PRAC TONAL MUS I
928,929,MATHEMATICAL FINANCE
929,930,"CHILDREN, SCHOOLS AND SOCIETY"
930,931,ISSUES IN CHINESE LANG/SOC I
931,932,POLITICS AND ECONOMICS
932,933,THE HOLOCAUST
933,934,RACE THEORY
934,935,MICROECONOMIC ANALYSIS I
935,936,INTRO PARTIAL DIFF EQUA
936,937,SPECIAL TOPICS IN MATH
937,938,AIR FORCE LEADERSHIP/MGT
938,939,ROMAN ARCHAEOLOGY
939,940,ECONOMICS OF THE ENVIRONMENT
940,941,FIXED INCOME MARKETS/QUANTITAT
941,942,INTRO TO THE WRITING OF POETRY
942,943,INTRO ABSTRACT ALGEBRA
943,944,ECON GROWTH & DEV POLICY
944,945,BUSINESS OF SPORT
945,946,RSRCH METHODS IN GLOBAL HEALTH
946,947,ELEMENTARY RUSSIAN II
947,948,COMPOSITION I
948,949,DOING GLOBAL RESEARCH
949,950,ISRAEL / PALESTINE
950,951,SPECIAL TOPICS IN VISUAL ARTS
951,952,MARKETING MANAGEMENT
952,953,ENVIRONMENTAL JUSTICE
953,954,MOTIVES/GOALS/SOC BEH
954,955,INTERMEDIATE ITALIAN
955,956,INTRO TO B&W PHOTOGRAPHY
956,957,HISTORY OF ROME
957,958,AGING AND HEALTH
958,959,FORENSIC PSYCHOLOGY
959,960,"BRAINS, EVERYWHERE"
960,961,BUNIN
961,962,IMPROVISATION
962,963,SPORT PSYCHOLOGY
963,964,FREEDOM STORIES
964,965,PEOPLE & POVERTY: POLICYMAKING
965,966,SELECTED TOPICS
966,967,TOPICS FRENCH LIT/CULT
967,968,SP TOP IN LATIN AMER STUDIES
968,969,SHAKESPEARE THROUGH 1600
969,970,APPLIED ECONOMETRIC ANALYSIS
970,971,DIFFERENTIAL GEOMETRY
971,972,ELEMENTARY ITALIAN 1
972,973,GTWY SEM: HISTORY OF INTIMACY
973,974,INTRO APPLIED MATH
974,975,GIS AND GEOSPATIAL ANALYSIS
975,976,FOUNDATIONS OF EDUCATION
976,977,INTEGRATING ENV SCI/POL
977,978,COMP RACE/ETHNIC STUDIES
978,979,VIOLA
979,980,CONTEMPORARY DOCUMENTARY FILMS
980,981,SOFTWARE DESIGN/IMPLEMENT
981,982,RACIAL/ETH MINORITIES AMER POL
982,983,INDEPENDENT STUDY: ADV TOPICS
983,984,GLOBAL PROTEST
984,985,TECHNOLOGY COMMERCIALIZATION
985,986,INTRODUCTION TO PHOTOGRAPHY
986,987,BUSINESS/INTERCULTURE IN CHIN
987,988,INTRO TO AUDIO DOCUMENTARY
988,989,SOCIAL PSYCHOLOGY OF BUSINESS
989,990,THE USES OF ECONOMICS
990,991,MED CHRISTIANITY IN FILM/FICTN
991,992,POLITICS OF MARKET COMPETITION
992,993,ENTERPRISING LEADERSHIP
993,994,VIKINGS/THEIR LITERATURE
994,995,THE MIDDLE EAST IN POP CULTURE
995,996,POLITICAL COMMUNICATION
996,997,GOODNER EQUITY RESEARCH
997,998,PLTCS OF CLTRL PRDCTN IN AFRC
998,999,HUMAN ANATOMY & PHYSIOLOGY
999,1000,DE/RE/SEGREGATION IN EDUCATIO
1000,1001,ENVIRONMENT AND CONFLICT
1001,1002,DOCUMENTARY/EAST ASIAN CULTURE
1002,1003,DUKE IN MADRID (TOP)
1003,1004,ADVANCED TOPICS IN MUSIC
1004,1005,GLOBAL HEALTH SYSTEMS & POLI
1005,1006,ADV ST MUS PERFORMANCE
1006,1007,CALC OF FUNC OF SVRL VARI
1007,1008,NUCLEAR ENERGY
1008,1009,HISTORY OF ROCK
1009,1010,SEXUAL PLEASURE/MODERN WORLD
1010,1011,NEW VENTURES 3
1011,1012,SPECIAL TOPICS IN MUSIC
1012,1013,INTERMED FICTION WRITING
1013,1014,FILM NOIR
1014,1015,ELEMENTARY LATIN
1015,1016,FIELDWORK METHODS
1016,1017,SHORT AUDIO DOCUMENTARY
1017,1018,GLOBAL CAPITAL MARKETS
1018,1019,LITERACY IN CHINESE II
1019,1020,PSYCHOLOGY OF LANGUAGE
1020,1021,DRAMATIC WRITING
1021,1022,ORGANIZATIONAL BEHAVIOR
1022,1023,INTERMEDIATE GREEK
1023,1024,SEXUALITY AND SOCIETY
1024,1025,"CLASSICS OF AM LIT, 1820-1860"
1025,1026,DEMOC AND DYSFUNCTIONAL POL
1026,1027,COMP MICROECONOMICS
1027,1028,ELECTRONICS
1028,1029,SHAKESPEARE & FIN MKTS
1029,1030,TOPICS IN CUL. ANTHROPOLOGY
1030,1031,DUKE STUDY ABROAD - SP TOP
1031,1032,ADV SP TOP IN MUSIC
1032,1033,INTRODUCTION TO ORAL HISTORY
1033,1034,SOCIAL IDENTITIES
1034,1035,PRODUCING DOCU-FICTION
1035,1036,GENDER AND LANGUAGE
1036,1037,READING THE PSALMS
1037,1038,EARLY MODERN EUROPE
1038,1039,DEVELOPMENT POLITIC & PRACTICE
1039,1040,GERMANY CONFRONTS HOLOCAUST
1040,1041,BUSINESS VENTURING WORKSHOP
1041,1042,CAP SEM: INTERCOLONIAL RELATNS
1042,1043,SOCIAL PSYCHOLOGY
1043,1044,THE MUSEUM OBJECT
1044,1045,INTRO TO EVOLUTIONARY ANTHRO
1045,1046,FRENCH FOR FRESHMEN/SOPHOMORES
1046,1047,GENDER AND PHILOSOPHY
1047,1048,SOPH/JUN RES IND STUDY B&I
1048,1049,21ST CENTURY PHYSICS
1049,1050,THEOR/PRAC TONAL MUS III
1050,1051,ANCIENT GREEK PHILOSOPHY
1051,1052,NORTH KOREA
1052,1053,ADV INTERMEDIATE SPANISH
1053,1054,INFORMATION AND THE INTERNET
1054,1055,MEDICAL SOCIOLOGY
1055,1056,TROPICAL ECOLOGY
1056,1057,INTRO TO SIGNALS AND SYSTEMS
1057,1058,BERLIN:ARCHITECTURE/ART/CITY
1058,1059,"HEALTH, CULTURE, LATINO COMMUN"
1059,1060,INTRO CREATIVE WRITING
1060,1061,"RACE, GENOMICS, AND SOCIETY"
1061,1062,ECONOMICS OF EDUCATION
1062,1063,THEOR/PRAC TONAL MUS II
1063,1064,INTRO TO SPANISH LIT II
1064,1065,BUSINESS ETHICS
1065,1066,INSTRUMENTAL CONDUCTING
1066,1067,TRUMPET
1067,1068,CORPORATE FINANCE
1068,1069,MODERN CARIBBEAN
1069,1070,HST MODERN PHILOSOPHY
1070,1071,CHINESE TRANSLATION
1071,1072,AMER DREAMS/AMER REALITIES
1072,1073,SPORTS NUTRITION
1073,1074,SPECIAL TOPICS IN ETHICS
1074,1075,CAMPAIGNS AND ELECTIONS
1075,1076,CANCER GENETICS
1076,1077,SPECIAL TOPICS LANG/LIT
1077,1078,DATA VISUALIZATION
1078,1079,BILINGUALISM
1079,1080,EXPLORING ART AND ARCHITECTURE
1080,1081,"INFORMATION, SOCIETY & CULTURE"
1081,1082,ELEMENTARY PERSIAN
1082,1083,THINKING GENDER
1083,1084,LAW AND ECONOMICS
1084,1085,TIBETAN BUDDHISM
1085,1086,DISCRETE STRUCTURES
1086,1087,GETTING RICH
1087,1088,THE ART OF PERFORMANCE
1088,1089,INTERMEDIATE DRAWING
1089,1090,CHINESE IN THE HUMANITIES I
1090,1091,REPERTORY: MODERN
1091,1092,21ST CENT EAST EUROPEAN FILM
1092,1093,JAZZ DANCE I
1093,1094,UNDERSTANDING FIN CRISES
1094,1095,SOCIOLOGICAL INQUIRY
1095,1096,SPECIAL TOPICS IN EHD
1096,1097,INTRO AFR-AMER STUDIES
1097,1098,PROBABILITY
1098,1099,PERCEPTION AND THE BRAIN
1099,1100,MATHEMATICAL FOUNDATIONS
1100,1101,SPORTS MEDIA
1101,1102,GEOMETRY
1102,1103,HUMANITIES TEXT MINING/MEANING
1103,1104,TURKEY: MUSLIM AND MODERN
1104,1105,FINANCIAL DERIVATIVES
1105,1106,U S FOR POL II:VIET-PRES
1106,1107,LINEAR ALGEBRA & DIFF EQUATION
1107,1108,SELECTED TOPICS IN BIOLOGY
1108,1109,MYTHS AND MYSTERIES OF MEMORY
1109,1110,LINEAR PROGRAMMING
1110,1111,HISTORY OF HIP-HOP
1111,1112,DOCUMENTING BLACK EXPERIENCES
1112,1113,SPAIN IN THE 21ST CENTURY
1113,1114,INTRO EXPERIMENTAL PHYSICS II
1114,1115,JUSTICE IN PUBLIC POLICY
1115,1116,INTERM CHN: HERITAGE LEARNERS
1116,1117,SP TOPICS MEDIEVAL RENAISSANCE
1117,1118,SCIENCE AND MASCULINITY
1118,1119,SEMINAR (TOPICS)
1119,1120,GTWY SEM: THE GLOBAL SIXTIES
1120,1121,HIP-HOP PRODUCTION
1121,1122,ENERGY TECHNOL ENVIRON IMPACTS
1122,1123,THE ROMANCE NOVEL
1123,1124,ADV INTERMED FR LANG/CUL
1124,1125,STATISTICAL METHODS I
1125,1126,MICHAEL JACKSON/BLACK PERFORM
1126,1127,SP TOPICS IN LANG & LIT
1127,1128,ELECTRONIC MUSIC
1128,1129,SP TOP IN LANG. & LIT
1129,1130,SPEC TOP IN SPC
1130,1131,"LATINO/A VOICES IN DUKE, DURHM"
1131,1132,"HASHTAGS MEMES,DIGITAL TRIBES"
1132,1133,INTENSIVE LITERACY IN CHINESE
1133,1134,CLASSIC CHINESE MOD CONTEXT I
1134,1135,FUNDAMENTALS OF PHYSICS I
1135,1136,MARINE MEGAFAUNA
1136,1137,ADAM SMITH & NATURAL LIBERTY
1137,1138,EDUCATIONAL NEUROSCIENCE
1138,1139,ADV GERMAN I: CULTURE/SOCIETY
1139,1140,BEHAVIORAL FINANCE
1140,1141,CHRISTIANITY
1141,1142,TOPOLOGY
1142,1143,THE CLIMATE SYSTEM
1143,1144,MUSLIM WOMEN ACROSS THE AGES
1144,1145,COGNITIVE PSYCHOLOGY
1145,1146,NEWS/MORAL BATTLEGROUND
1146,1147,FILMING ART
1147,1148,EXPERIENCE & REALITY
1148,1149,THE DYNAMIC EARTH
1149,1150,BEHAVIORAL ECONOMICS
1150,1151,HISTORY AND BIOGRAPHY
1151,1152,HOW PLANTS FEED/FUEL THE WORLD
1152,1153,DIGITAL IMAGING
1153,1154,ISLAMIC MEDIA
1154,1155,SOCIOBIOLOGY
